Issue key,Issue ID,"Custom field 
(CRM Company)",Status,Severity,Original Severity,Created,Resolved,IMT,IMT RCA,Environment,Origin,Start Date & Time,End Date & Time,Downtime,"Issue classification
(Application/Platform)"
TSR-365880,554661,Customer 4,Permanently Closed,Severity 1,Severity 1,02-08-2022 05:36,02-08-2022 10:22,Yes,No,Production,Client,02-08-2022 05:36,02-08-2022 10:22,,Platform
TSR-312426,n/a,Customer 5,Resolved,SEV1,n/a,n/a,n/a,,,,Client,16-05-2022 20:19,16-05-2022 22:20,2:01:00,Application
TSR-321583,n/a,Customer 5,Resolved,SEV1,n/a,n/a,n/a,,,,Client,30-05-2022 23:08,31-05-2022 12:06,0:56:00,Application
TSR-315659,n/a,Customer 5,Resolved,SEV1,n/a,n/a,n/a,,,,Client,20-05-2022 20:59,20-05-2022 21:28,0:29:00,Application
TSR-318301,n/a,Customer 5,Resolved,SEV1,n/a,n/a,n/a,,,,Client,25-05-2022 18:43,25-05-2022 19:12,0:29:00,Platform
TSR-309777,n/a,Customer 5,Resolved,SEV1,n/a,n/a,n/a,,,,Client,11-05-2022 23:30,11-05-2022 23:53,0:23:00,Platform
TSR-405478,598100,Customer 5,Permanently Closed,Severity 1,Severity 1,29-09-2022 19:30,29-09-2022 21:20,Yes,No,Production,Internal,29-09-2022 19:30,29-09-2022 21:15,,Application
TSR-405312,597930,Customer 5,Permanently Closed,Severity 1,Severity 1,29-09-2022 17:10,29-09-2022 18:15,Yes,No,Production,Internal,29-09-2022 17:10,29-09-2022 18:15,,Application
TSR-404560,597108,Customer 5,Permanently Closed,Severity 1,Severity 1,28-09-2022 19:43,28-09-2022 21:13,Yes,No,Production,Internal,28-09-2022 19:43,28-09-2022 21:13,,Application
TSR-404374,596913,Customer 5,Permanently Closed,Severity 1,Severity 1,28-09-2022 17:17,28-09-2022 18:13,Yes,No,Production,Internal,28-09-2022 17:17,28-09-2022 18:13,,Application
TSR-403694,596161,Customer 5,Permanently Closed,Severity 1,Severity 1,27-09-2022 21:30,27-09-2022 22:52,Yes,No,Production,Client,27-09-2022 21:30,27-09-2022 22:30,,Application
TSR-403660,596126,Customer 5,Permanently Closed,Severity 1,Severity 1,27-09-2022 20:46,27-09-2022 21:17,Yes,No,Production,Internal,27-09-2022 20:46,27-09-2022 21:17,,Application
TSR-403472,595933,Customer 5,Permanently Closed,Severity 1,Severity 1,27-09-2022 17:51,27-09-2022 18:51,Yes,No,Production,Internal,27-09-2022 17:51,27-09-2022 18:51,,Application
TSR-403206,595650,Customer 5,Permanently Closed,Severity 1,Severity 1,27-09-2022 13:25,27-09-2022 14:03,Yes,No,Production,Internal,27-09-2022 13:25,27-09-2022 14:03,,Application
TSR-402808,595200,Customer 5,Permanently Closed,Severity 1,Severity 1,26-09-2022 22:51,26-09-2022 23:05,Yes,No,Production,Client,26-09-2022 22:51,26-09-2022 23:05,,Platform
TSR-402806,595198,Customer 5,Permanently Closed,Severity 1,Severity 1,26-09-2022 22:45,26-09-2022 22:56,Yes,No,Production,Client,26-09-2022 22:45,26-09-2022 22:56,,Platform
TSR-402803,595194,Customer 5,Permanently Closed,Severity 1,Severity 1,26-09-2022 22:44,27-09-2022 00:59,Yes,No,Production,Client,26-09-2022 22:44,27-09-2022 00:05,,Application
TSR-401994,594310,Customer 5,Permanently Closed,Severity 1,Severity 1,24-09-2022 21:01,24-09-2022 21:27,Yes,No,Production,Internal,24-09-2022 21:01,24-09-2022 21:27,,Application
TSR-401936,594252,Customer 5,Permanently Closed,Severity 1,Severity 1,24-09-2022 16:21,24-09-2022 17:24,Yes,No,Production,Internal,24-09-2022 16:21,24-09-2022 17:24,,Application
TSR-401400,593689,Customer 5,Permanently Closed,Severity 1,Severity 1,23-09-2022 16:38,23-09-2022 17:04,Yes,No,Production,Internal,23-09-2022 16:38,23-09-2022 17:04,,Platform
TSR-401379,593667,Customer 5,Permanently Closed,Severity 1,Severity 1,23-09-2022 16:19,23-09-2022 17:24,Yes,No,Production,Internal,23-09-2022 16:19,23-09-2022 17:24,,Application
TSR-400669,592890,Customer 5,Permanently Closed,Severity 1,Severity 1,22-09-2022 18:00,22-09-2022 19:07,Yes,No,Production,Internal,22-09-2022 18:00,22-09-2022 19:07,,Application
TSR-400547,592766,Customer 5,Permanently Closed,Severity 1,Severity 1,22-09-2022 15:48,22-09-2022 17:12,Yes,No,Production,Internal,22-09-2022 15:48,22-09-2022 17:12,,Application
TSR-399791,591919,Customer 5,Permanently Closed,Severity 1,Severity 1,21-09-2022 16:51,21-09-2022 17:29,Yes,No,Production,Internal,21-09-2022 16:51,21-09-2022 17:29,,Application
TSR-399356,591423,Customer 5,Permanently Closed,Severity 1,Severity 1,21-09-2022 03:38,21-09-2022 04:18,Yes,No,Production,Internal,21-09-2022 03:31,21-09-2022 03:45,,Application
TSR-399028,591069,Customer 5,Permanently Closed,Severity 1,Severity 1,20-09-2022 19:24,20-09-2022 20:43,Yes,No,Production,Internal,20-09-2022 19:24,20-09-2022 20:42,,Application
TSR-398835,590868,Customer 5,Permanently Closed,Severity 1,Severity 1,20-09-2022 16:19,20-09-2022 17:13,Yes,No,Production,Internal,20-09-2022 16:19,20-09-2022 16:50,,Application
TSR-397373,589264,Customer 5,Permanently Closed,Severity 1,Severity 1,17-09-2022 17:07,17-09-2022 20:02,Yes,No,Production,Internal,17-09-2022 17:07,17-09-2022 20:02,,Application
TSR-397303,589193,Customer 5,Permanently Closed,Severity 1,Severity 1,17-09-2022 10:49,17-09-2022 10:59,Yes,No,Production,Internal,17-09-2022 10:49,17-09-2022 10:59,,Platform
TSR-396881,588725,Customer 5,Permanently Closed,Severity 1,Severity 1,16-09-2022 16:22,16-09-2022 19:45,Yes,No,Production,Internal,16-09-2022 16:22,16-09-2022 19:09,,Application
TSR-396151,587901,Customer 5,Permanently Closed,Severity 1,Severity 1,15-09-2022 17:07,15-09-2022 17:28,Yes,No,Production,Internal,15-09-2022 17:07,15-09-2022 17:28,,Application
TSR-395214,586894,Customer 5,Permanently Closed,Severity 1,Severity 1,14-09-2022 16:22,14-09-2022 17:29,Yes,No,Production,Internal,14-09-2022 16:22,14-09-2022 17:28,,Platform
TSR-394869,586517,Customer 5,Permanently Closed,Severity 1,Severity 1,14-09-2022 08:06,14-09-2022 08:20,Yes,No,Production,Internal,14-09-2022 08:06,14-09-2022 08:20,,Platform
TSR-394727,586356,Customer 5,Permanently Closed,Severity 1,Severity 1,14-09-2022 01:05,14-09-2022 03:36,Yes,No,Production,Client,14-09-2022 01:05,14-09-2022 03:10,2:05:00,Application
TSR-394493,586098,Customer 5,Permanently Closed,Severity 1,Severity 1,13-09-2022 18:26,13-09-2022 21:20,Yes,No,Production,Internal,13-09-2022 18:26,13-09-2022 21:20,,Application
TSR-393118,584555,Customer 5,Permanently Closed,Severity 1,Severity 1,11-09-2022 07:37,11-09-2022 07:49,Yes,No,Production,Internal,11-09-2022 07:37,11-09-2022 07:49,,Platform
TSR-392992,584427,Customer 5,Permanently Closed,Severity 1,Severity 1,10-09-2022 15:55,10-09-2022 16:07,Yes,No,Production,Internal,10-09-2022 15:55,10-09-2022 16:05,,Platform
TSR-392555,583964,Customer 5,Permanently Closed,Severity 1,Severity 1,09-09-2022 18:44,09-09-2022 19:42,Yes,Yes,Production,Internal,09-09-2022 18:44,09-09-2022 19:06,,Application
TSR-392063,583452,Customer 5,Permanently Closed,Severity 1,Severity 1,09-09-2022 03:45,09-09-2022 05:35,Yes,No,Production,Internal,09-09-2022 03:45,09-09-2022 04:37,,Platform
TSR-391127,582451,Customer 5,Permanently Closed,Severity 1,Severity 1,08-09-2022 02:27,08-09-2022 05:28,Yes,No,Production,Client,08-09-2022 02:27,08-09-2022 05:15,,Application
TSR-391111,582434,Customer 5,Permanently Closed,Severity 1,Severity 1,08-09-2022 01:51,08-09-2022 05:27,Yes,No,Production,Client,08-09-2022 01:51,08-09-2022 05:15,,Application
TSR-390928,582226,Customer 5,Permanently Closed,Severity 1,Severity 1,07-09-2022 20:34,08-09-2022 02:43,No,No,Production,Client,07-09-2022 20:34,08-09-2022 02:43,,Application
TSR-390878,582173,Customer 5,Permanently Closed,Severity 1,Severity 1,07-09-2022 19:47,07-09-2022 21:40,Yes,No,Production,Internal,07-09-2022 19:47,07-09-2022 21:40,,Application
TSR-390835,582123,Customer 5,Permanently Closed,Severity 1,Severity 1,07-09-2022 18:48,07-09-2022 21:41,Yes,No,Production,Internal,07-09-2022 18:48,07-09-2022 21:41,,Application
TSR-388440,579508,Customer 5,Permanently Closed,Severity 1,Severity 1,03-09-2022 15:08,03-09-2022 18:58,Yes,No,Production,Internal,03-09-2022 15:08,03-09-2022 18:58,,Application
TSR-387955,578984,Customer 5,Permanently Closed,Severity 1,Severity 1,02-09-2022 17:30,02-09-2022 18:14,Yes,No,Production,Internal,02-09-2022 17:30,02-09-2022 18:14,,Application
TSR-387484,578471,Customer 5,Permanently Closed,Severity 1,Severity 1,02-09-2022 02:54,02-09-2022 03:13,No,No,Production,Internal,02-09-2022 02:54,02-09-2022 03:11,,Platform
TSR-387409,578388,Customer 5,Permanently Closed,Severity 1,Severity 1,01-09-2022 22:43,01-09-2022 23:05,Yes,No,Production,Internal,01-09-2022 22:43,01-09-2022 23:05,,Platform
TSR-386517,577405,Customer 5,Permanently Closed,Severity 1,Severity 1,01-09-2022 00:06,01-09-2022 01:11,Yes,No,Production,Client,01-09-2022 00:06,01-09-2022 01:10,0:54:00,Application
TSR-385409,576220,Customer 5,Permanently Closed,Severity 1,Severity 1,30-08-2022 19:15,30-08-2022 20:31,Yes,No,Production,Client,30-08-2022 19:15,30-08-2022 20:31,,Application
TSR-384931,575696,Customer 5,Permanently Closed,Severity 1,Severity 4,30-08-2022 13:23,30-08-2022 14:58,Yes,No,Production,Internal,30-08-2022 13:23,30-08-2022 14:58,,Application
TSR-384404,575098,Customer 5,Permanently Closed,Severity 1,Severity 1,29-08-2022 19:40,29-08-2022 20:35,Yes,No,Production,Internal,29-08-2022 19:40,29-08-2022 20:35,,Platform
TSR-384223,574913,Customer 5,Permanently Closed,Severity 1,Severity 1,29-08-2022 17:47,29-08-2022 18:58,Yes,No,Production,Internal,29-08-2022 17:47,29-08-2022 17:55,,Platform
TSR-383473,574101,Customer 5,Permanently Closed,Severity 1,Severity 1,27-08-2022 19:33,27-08-2022 20:04,No,No,Production,Internal,27-08-2022 19:33,27-08-2022 20:04,,Application
TSR-383449,574077,Customer 5,Permanently Closed,Severity 1,Severity 1,27-08-2022 17:02,27-08-2022 17:36,Yes,No,Production,Internal,27-08-2022 17:02,27-08-2022 17:36,,Application
TSR-383244,573862,Customer 5,Permanently Closed,Severity 1,Severity 1,27-08-2022 00:17,27-08-2022 03:20,No,No,Production,Client,27-08-2022 00:17,27-08-2022 02:58,,Application
TSR-382919,573503,Customer 5,Permanently Closed,Severity 1,Severity 1,26-08-2022 16:46,26-08-2022 17:12,Yes,No,Production,Internal,26-08-2022 16:46,26-08-2022 17:12,,Application
TSR-382261,572767,Customer 5,Permanently Closed,Severity 1,Severity 1,25-08-2022 22:05,25-08-2022 23:44,Yes,No,Production,Internal,25-08-2022 22:05,25-08-2022 23:44,,Application
TSR-382012,572507,Customer 5,Permanently Closed,Severity 1,Severity 1,25-08-2022 17:18,25-08-2022 20:10,Yes,No,Production,Internal,25-08-2022 17:18,25-08-2022 18:52,,Application
TSR-381596,572051,Customer 5,Permanently Closed,Severity 1,Severity 1,25-08-2022 09:49,25-08-2022 10:01,Yes,No,Production,Internal,25-08-2022 09:49,25-08-2022 10:01,,Platform
TSR-381551,571996,Customer 5,Permanently Closed,Severity 1,Severity 1,25-08-2022 07:28,25-08-2022 08:34,Yes,Yes,Production,Internal,25-08-2022 07:28,25-08-2022 07:54,,Platform
TSR-381031,571444,Customer 5,Permanently Closed,Severity 1,Severity 1,24-08-2022 16:51,24-08-2022 20:50,Yes,No,Production,Internal,24-08-2022 16:51,24-08-2022 20:49,,Platform
TSR-380654,571028,Customer 5,Permanently Closed,Severity 1,Severity 1,24-08-2022 08:51,24-08-2022 09:28,Yes,No,Production,Internal,24-08-2022 08:51,24-08-2022 09:17,,Platform
TSR-380195,570523,Customer 5,Permanently Closed,Severity 1,Severity 3,23-08-2022 18:54,23-08-2022 23:15,Yes,No,Production,Internal,23-08-2022 18:54,24-08-2022 00:49,,Application
TSR-379778,569755,Customer 5,Permanently Closed,Severity 1,Severity 1,23-08-2022 09:02,23-08-2022 09:50,Yes,No,Production,Internal,23-08-2022 09:02,23-08-2022 09:30,,Platform
TSR-378523,568417,Customer 5,Permanently Closed,Severity 1,Severity 1,20-08-2022 17:34,21-08-2022 03:21,Yes,No,Production,Internal,20-08-2022 17:34,21-08-2022 03:21,,Application
TSR-378359,568252,Customer 5,Permanently Closed,Severity 1,Severity 1,20-08-2022 08:59,20-08-2022 09:14,Yes,No,Production,Internal,20-08-2022 08:46,20-08-2022 09:10,,Platform
TSR-378069,567942,Customer 5,Permanently Closed,Severity 1,Severity 1,19-08-2022 18:51,20-08-2022 05:37,Yes,No,Production,Internal,19-08-2022 18:51,20-08-2022 05:31,,Application
TSR-377992,567862,Customer 5,Permanently Closed,Severity 1,Severity 1,19-08-2022 17:21,19-08-2022 17:41,No,No,Production,Internal,19-08-2022 17:21,19-08-2022 17:41,,Platform
TSR-377613,567445,Customer 5,Permanently Closed,Severity 1,Severity 1,19-08-2022 07:40,19-08-2022 08:05,Yes,No,Production,Internal,19-08-2022 07:31,19-08-2022 07:45,,Platform
TSR-377500,567309,Customer 5,Permanently Closed,Severity 1,Severity 1,19-08-2022 03:02,19-08-2022 04:14,No,No,Production,Client,19-08-2022 03:02,19-08-2022 04:06,,Application
TSR-374656,564201,Customer 5,Permanently Closed,Severity 1,Severity 1,15-08-2022 16:36,15-08-2022 17:29,Yes,No,Production,Internal,15-08-2022 16:36,15-08-2022 17:09,,Platform
TSR-374266,563790,Customer 5,Permanently Closed,Severity 1,Severity 1,14-08-2022 07:42,14-08-2022 08:51,Yes,No,Production,Internal,14-08-2022 07:31,14-08-2022 07:39,,Platform
TSR-374217,563741,Customer 5,Permanently Closed,Severity 1,Severity 1,13-08-2022 23:30,14-08-2022 00:47,No,No,Production,Client,13-08-2022 23:29,14-08-2022 00:00,,Application
TSR-374216,563740,Customer 5,Permanently Closed,Severity 1,Severity 1,13-08-2022 23:29,14-08-2022 00:50,No,No,Production,Client,13-08-2022 23:29,14-08-2022 00:00,,Application
TSR-374205,563729,Customer 5,Permanently Closed,Severity 1,Severity 1,13-08-2022 22:30,14-08-2022 00:05,Yes,No,Production,Internal,13-08-2022 22:30,14-08-2022 00:00,,Application
TSR-374115,563639,Customer 5,Permanently Closed,Severity 1,Severity 1,13-08-2022 08:49,13-08-2022 09:07,Yes,No,Production,Internal,13-08-2022 08:49,13-08-2022 09:07,,Platform
TSR-374067,563589,Customer 5,Permanently Closed,Severity 1,Severity 1,13-08-2022 03:32,13-08-2022 04:46,Yes,No,Production,Client,13-08-2022 03:32,13-08-2022 04:47,,Application
TSR-373960,563463,Customer 5,Permanently Closed,Severity 1,Severity 1,12-08-2022 21:41,12-08-2022 22:29,No,No,Production,Client,12-08-2022 21:41,12-08-2022 22:28,,Application
TSR-373952,563454,Customer 5,Permanently Closed,Severity 1,Severity 1,12-08-2022 21:36,12-08-2022 22:44,Yes,No,Production,Client,12-08-2022 21:36,12-08-2022 22:37,,Application
TSR-373653,563141,Customer 5,Permanently Closed,Severity 1,Severity 1,12-08-2022 15:48,12-08-2022 16:06,Yes,No,Production,Internal,12-08-2022 15:48,12-08-2022 15:58,,Platform
TSR-373359,562803,Customer 5,Permanently Closed,Severity 1,Severity 1,12-08-2022 05:31,12-08-2022 07:06,Yes,No,Production,Internal,12-08-2022 05:31,12-08-2022 07:06,,Application
TSR-373091,562518,Customer 5,Permanently Closed,Severity 1,Severity 1,11-08-2022 20:23,11-08-2022 20:43,No,No,Production,Client,11-08-2022 20:23,11-08-2022 20:43,,Application
TSR-373089,562515,Customer 5,Permanently Closed,Severity 1,Severity 1,11-08-2022 20:19,11-08-2022 20:43,No,No,Production,Client,11-08-2022 20:19,11-08-2022 20:36,,Application
TSR-373087,562513,Customer 5,Permanently Closed,Severity 1,Severity 1,11-08-2022 20:17,11-08-2022 20:37,No,No,Production,Client,11-08-2022 20:17,11-08-2022 20:36,,Application
TSR-373086,562512,Customer 5,Permanently Closed,Severity 1,Severity 1,11-08-2022 20:16,11-08-2022 20:36,No,No,Production,Client,11-08-2022 20:16,11-08-2022 20:36,,Application
TSR-373080,562506,Customer 5,Permanently Closed,Severity 1,Severity 1,11-08-2022 20:12,12-08-2022 01:10,Yes,No,Production,Client,11-08-2022 20:12,12-08-2022 01:05,,Application
TSR-373076,562502,Customer 5,Permanently Closed,Severity 1,Severity 1,11-08-2022 20:09,11-08-2022 20:36,No,No,Production,Client,11-08-2022 20:09,11-08-2022 20:36,,Application
TSR-373048,562473,Customer 5,Permanently Closed,Severity 1,Severity 1,11-08-2022 19:38,11-08-2022 21:04,No,No,Production,Internal,11-08-2022 19:38,11-08-2022 21:02,,Application
TSR-372288,561649,Customer 5,Permanently Closed,Severity 1,Severity 1,10-08-2022 23:20,10-08-2022 23:57,Yes,No,Production,Client,10-08-2022 23:20,10-08-2022 23:37,,Platform
